-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.12.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.12.csv"
}
-----
State,District,Block,Total Number of Tubewells, Avg length of Pucca Channel,Avg length of Kuccha Channel,Avg length of Under gr. Channel
UTTAR PRADESH,BADAUN,AMBIYAPUR,2339,2,57,1
UTTAR PRADESH,BADAUN,ASAFPUR,1730,1,36,0
UTTAR PRADESH,BADAUN,BISAULI,2779,2,99,0
UTTAR PRADESH,BADAUN,DATAGANJ,2206,1,43,0
UTTAR PRADESH,BADAUN,DEHGWA,5087,0,83,0
UTTAR PRADESH,BADAUN,GUNNAUR,4355,0,84,0
UTTAR PRADESH,BADAUN,ISLAMNAGAR,2429,1,124,0
UTTAR PRADESH,BADAUN,JAGAT,2416,14,179,2
UTTAR PRADESH,BADAUN,JUNABAI,2823,0,74,0
UTTAR PRADESH,BADAUN,KADAR CHOKE,2810,1,36,0
UTTAR PRADESH,BADAUN,MYAUN,2054,6,117,0
UTTAR PRADESH,BADAUN,RAJPURA,3317,2,52,1
UTTAR PRADESH,BADAUN,SAHASWAN,7257,0,52,0
UTTAR PRADESH,BADAUN,SALARPUR,2228,4,81,1
UTTAR PRADESH,BADAUN,SAMRAR,2874,1,66,0
UTTAR PRADESH,BADAUN,UJHANI,3008,2,71,1
UTTAR PRADESH,BADAUN,USAWA,2674,0,83,1
UTTAR PRADESH,BADAUN,WAZIRGANJ,1740,5,60,1
UTTAR PRADESH,BAHRAICH,BALHA,2517,0,14,0
UTTAR PRADESH,BAHRAICH,CHITTURA,2431,1,79,0
UTTAR PRADESH,BAHRAICH,FAKARPUR,3689,0,17,0
UTTAR PRADESH,BAHRAICH,GILAULA,3553,0,36,0
UTTAR PRADESH,BAHRAICH,HARIHAR PUR RANI,1596,0,58,0
UTTAR PRADESH,BAHRAICH,HUJUR PUR,1309,1,32,0
UTTAR PRADESH,BAHRAICH,IKAUNA,6380,1,29,0
UTTAR PRADESH,BAHRAICH,JAMUNHA,5095,0,47,0
UTTAR PRADESH,BAHRAICH,JARWAL,2619,0,54,0
UTTAR PRADESH,BAHRAICH,KAISAR GANJ,2872,1,103,0
UTTAR PRADESH,BAHRAICH,MAHSHI,1684,1,29,1
UTTAR PRADESH,BAHRAICH,MIHIPURWA,2322,1,81,0
UTTAR PRADESH,BAHRAICH,NAWAB GANJ,1508,1,40,0
UTTAR PRADESH,BAHRAICH,PAYAG PUR,2478,3,42,0
UTTAR PRADESH,BAHRAICH,RISHIYA,2195,0,133,0
UTTAR PRADESH,BAHRAICH,SHIV PUR,3458,0,81,0
UTTAR PRADESH,BAHRAICH,SIRSHIYA,1149,1,22,0
UTTAR PRADESH,BAHRAICH,TAJVAPUR,3036,0,25,0
UTTAR PRADESH,BAHRAICH,VISHESHAR GANJ,3091,1,45,0
UTTAR PRADESH,BALLIA,BAIRIA,968,6,109,0
UTTAR PRADESH,BALLIA,BANSDEEH,1008,2,72,2
UTTAR PRADESH,BALLIA,BELHARI,624,3,194,0
UTTAR PRADESH,BALLIA,BERUARBARI,82,2,58,1
UTTAR PRADESH,BALLIA,CHILKHAR,1430,12,257,0
UTTAR PRADESH,BALLIA,DUBHAR,974,5,124,0
UTTAR PRADESH,BALLIA,GARWARH,1353,5,148,1
UTTAR PRADESH,BALLIA,HANUMANGANJ,808,18,95,0
UTTAR PRADESH,BALLIA,MANIER,1444,3,28,0
UTTAR PRADESH,BALLIA,MURLICHAPRA,1252,1,62,0
UTTAR PRADESH,BALLIA,NAGRA,2603,1,186,1
UTTAR PRADESH,BALLIA,NAWANAGAR,2087,3,94,0
UTTAR PRADESH,BALLIA,PANDAH,1360,4,52,0
UTTAR PRADESH,BALLIA,RASRA,2435,1,47,0
UTTAR PRADESH,BALLIA,REVOTI,1364,3,32,0
UTTAR PRADESH,BALLIA,SEAR,2240,6,114,1
UTTAR PRADESH,BALLIA,SOHAON,1469,2,69,0
UTTAR PRADESH,BANDA,BABERU,444,0,115,1
UTTAR PRADESH,BANDA,BAROKHAR KHURD,747,3,145,0
UTTAR PRADESH,BANDA,BISANDA,853,0,37,0
UTTAR PRADESH,BANDA,JASPURA,1,50,350,0
UTTAR PRADESH,BANDA,KAMASIN,1014,21,106,1
UTTAR PRADESH,BANDA,KARVI,50,0,116,0
UTTAR PRADESH,BANDA,MAHUVA,693,2,137,0
UTTAR PRADESH,BANDA,MANIKPUR,86,0,47,0
UTTAR PRADESH,BANDA,MAU,121,0,43,0
UTTAR PRADESH,BANDA,NARAINI,898,7,132,1
UTTAR PRADESH,BANDA,PAHADI,477,1,131,0
UTTAR PRADESH,BANDA,RAM NAGAR,230,0,35,0
UTTAR PRADESH,BANDA,TINDWARI,548,6,138,0
UTTAR PRADESH,BARABANKI,BANIKODAR,1957,5,146,3
UTTAR PRADESH,BARABANKI,BANKI,1632,0,22,0
UTTAR PRADESH,BARABANKI,DARIYA BAD,2165,4,82,0
UTTAR PRADESH,BARABANKI,DEVA,1625,0,114,0
UTTAR PRADESH,BARABANKI,FATEHPUR,2846,0,42,0
UTTAR PRADESH,BARABANKI,HAIDAR GARH,1600,2,156,0
UTTAR PRADESH,BARABANKI,HARAKHA,3050,0,90,1
UTTAR PRADESH,BARABANKI,MASAULI,3276,0,20,0
UTTAR PRADESH,BARABANKI,MAVAI,2150,5,119,4
UTTAR PRADESH,BARABANKI,NINDURA,1926,1,14,0
UTTAR PRADESH,BARABANKI,PUREDALAI,1042,0,61,0
UTTAR PRADESH,BARABANKI,RAM NAGAR,1593,0,17,0
UTTAR PRADESH,BARABANKI,RUDAULI,2005,1,37,0
UTTAR PRADESH,BARABANKI,SIDDHUAR,2316,2,75,0
UTTAR PRADESH,BARABANKI,SIRAULI GOSEPUR,3041,0,50,0
UTTAR PRADESH,BARABANKI,SURAT GANJ,421,2,55,0
UTTAR PRADESH,BARABANKI,TRIVEDI GANJ,598,1,271,0
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,3761,0,25,0
UTTAR PRADESH,BAREILLY,BAHERI,5672,2,90,1
UTTAR PRADESH,BAREILLY,BHADPURA,3038,0,49,0
UTTAR PRADESH,BAREILLY,BHOJIPURA,2840,0,29,0
UTTAR PRADESH,BAREILLY,BHUTA,3952,1,40,0
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,3312,2,95,0
UTTAR PRADESH,BAREILLY,FARIDPUR,2931,0,82,1
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),2581,0,42,0
UTTAR PRADESH,BAREILLY,KYARA,2062,1,111,0
UTTAR PRADESH,BAREILLY,MAJHGAWAN,2762,1,87,0
UTTAR PRADESH,BAREILLY,MIRGANJ,3657,0,53,0
UTTAR PRADESH,BAREILLY,NAWABGANJ,3991,0,50,0
UTTAR PRADESH,BAREILLY,RAM NAGAR,2185,1,46,0
UTTAR PRADESH,BAREILLY,RICHHA,3680,2,100,1
UTTAR PRADESH,BAREILLY,SHERGARH,2190,0,51,0
UTTAR PRADESH,BASTI,BAGHAULEE,1551,0,57,3
UTTAR PRADESH,BASTI,BAHADUR PUR,3105,3,62,1
UTTAR PRADESH,BASTI,BANKATI,3263,1,44,0
UTTAR PRADESH,BASTI,BASTI SADAR,2472,9,102,3
UTTAR PRADESH,BASTI,GAUR,2001,1,33,0
UTTAR PRADESH,BASTI,HAISAR BAZAR,2074,0,62,0
UTTAR PRADESH,BASTI,HARIYA,4233,0,58,0
UTTAR PRADESH,BASTI,KAPTAN GANG,2894,0,36,1
UTTAR PRADESH,BASTI,KHALILABAD,2154,3,51,0
UTTAR PRADESH,BASTI,KUDRAHA,1324,0,74,0
UTTAR PRADESH,BASTI,MENHDAWAL,904,1,95,10
UTTAR PRADESH,BASTI,NATHNAGAR,1826,3,125,1
UTTAR PRADESH,BASTI,PARASRAMPUR,3523,1,99,0
UTTAR PRADESH,BASTI,RAM NAGAR,640,2,129,1
UTTAR PRADESH,BASTI,RUDHOULI,4246,1,71,0
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,2649,8,98,3
UTTAR PRADESH,BASTI,SAUGHAT,1350,4,113,2
UTTAR PRADESH,BASTI,SEMARIYAWAN,1910,0,81,0
UTTAR PRADESH,BASTI,VIKRAM JOT,4132,0,67,0
UTTAR PRADESH,BIJNOR,AFJAL GAR,4806,1,60,0
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,4311,1,97,1
UTTAR PRADESH,BIJNOR,DHAMPUR,6199,1,51,1
UTTAR PRADESH,BIJNOR,HALDOOR,5562,1,174,1
UTTAR PRADESH,BIJNOR,JALILPUR,8084,1,116,0
UTTAR PRADESH,BIJNOR,KIRATPUR,3304,15,80,1
UTTAR PRADESH,BIJNOR,KOTWALI,5723,2,210,0
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,5267,2,128,2
UTTAR PRADESH,BIJNOR,NAJIVABAD,3545,8,148,1
UTTAR PRADESH,BIJNOR,NOORPUR,7615,2,163,5
UTTAR PRADESH,BIJNOR,SHIVHARA,6495,2,36,0
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,2881,2,108,0
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,2031,2,123,1
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,2599,1,68,0
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,2786,1,85,0
UTTAR PRADESH,BULANDSHAHR,DANKAOR,4454,1,127,0
UTTAR PRADESH,BULANDSHAHR,DANPUR,2392,1,126,0
UTTAR PRADESH,BULANDSHAHR,DIBAI,3363,1,150,0
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,2083,2,129,0
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,1555,2,158,0
UTTAR PRADESH,BULANDSHAHR,JEWAR,2749,7,125,0
UTTAR PRADESH,BULANDSHAHR,KHURJA,3339,0,102,0
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,2719,0,128,0
UTTAR PRADESH,BULANDSHAHR,PAHASU,2459,0,111,0
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,2853,0,112,0
UTTAR PRADESH,BULANDSHAHR,SIANA,1889,1,73,0
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,2505,0,37,0
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,2378,0,70,0
UTTAR PRADESH,DEHRADUN,DOIWALA,303,39,96,0
UTTAR PRADESH,DEHRADUN,SAHASPUR,18,22,247,0
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,137,46,147,6
UTTAR PRADESH,DEORIA,BAITALPUR,2872,0,59,0
UTTAR PRADESH,DEORIA,BANKATA,1496,0,37,0
UTTAR PRADESH,DEORIA,BARHAJ,2299,2,129,1
UTTAR PRADESH,DEORIA,BHAGALPUR,2126,3,95,0
UTTAR PRADESH,DEORIA,BHALUWANI,3875,0,60,0
UTTAR PRADESH,DEORIA,BHATANI,1226,0,33,0
UTTAR PRADESH,DEORIA,BHATPAR RANI,945,4,94,0
UTTAR PRADESH,DEORIA,DEORIA SADAR,2412,0,115,0
UTTAR PRADESH,DEORIA,DESAHI DEORIA,2160,0,20,0
UTTAR PRADESH,DEORIA,GAURI BAZAR,3606,1,48,0
UTTAR PRADESH,DEORIA,LAR,1770,2,117,1
UTTAR PRADESH,DEORIA,PATHARDEVA,2840,1,61,0
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,2549,0,16,0
UTTAR PRADESH,DEORIA,RUDRAPUR,2941,0,23,0
UTTAR PRADESH,DEORIA,SALEMPUR,1993,0,25,0
UTTAR PRADESH,ETAH,ALIGANJ,5135,2,161,0
UTTAR PRADESH,ETAH,AMANPUR,2477,1,52,0
UTTAR PRADESH,ETAH,AWAGARH,2326,9,152,1
UTTAR PRADESH,ETAH,GANJDUNDWARA,3135,1,67,0
UTTAR PRADESH,ETAH,JAITHRA,3871,0,289,1
UTTAR PRADESH,ETAH,JALESAR,3326,10,139,1
UTTAR PRADESH,ETAH,KASGANJ,2307,1,38,0
UTTAR PRADESH,ETAH,MARAHERA,2033,13,225,1
UTTAR PRADESH,ETAH,NIDHOLI KALAN,2024,5,141,0
UTTAR PRADESH,ETAH,PATIYALI,2119,4,78,0
UTTAR PRADESH,ETAH,SAHAWAR,2358,0,157,0
UTTAR PRADESH,ETAH,SAKIT,2685,2,169,1
UTTAR PRADESH,ETAH,SHEETALPUR,3822,7,153,0
UTTAR PRADESH,ETAH,SIDHPURA,2029,1,102,0
UTTAR PRADESH,ETAH,SORON,2350,2,104,0
UTTAR PRADESH,ETAWAH,ACHHALDA,3098,1,188,1
UTTAR PRADESH,ETAWAH,AIRWA KATRA,1936,3,93,12
UTTAR PRADESH,ETAWAH,AJEETMAL,2021,2,87,0
UTTAR PRADESH,ETAWAH,AURAIYA,1179,4,161,1
UTTAR PRADESH,ETAWAH,BADPURA,1357,4,231,0
UTTAR PRADESH,ETAWAH,BASREHAR,1793,3,203,0
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,2427,1,44,1
UTTAR PRADESH,ETAWAH,BHARTHANA,2460,1,208,1
UTTAR PRADESH,ETAWAH,BIDHUNA,3290,1,46,0
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,319,0,197,0
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,3372,13,262,2
UTTAR PRADESH,ETAWAH,MAHEWA,2473,2,142,1
UTTAR PRADESH,ETAWAH,SAHAR,2795,1,113,1
UTTAR PRADESH,ETAWAH,TAKHA,1213,2,91,1
UTTAR PRADESH,FAIZABAD,AMANI GANJ,2806,0,68,0
UTTAR PRADESH,FAIZABAD,BIKAPUR,3669,1,102,0
UTTAR PRADESH,FAIZABAD,HASTINPUR,3459,2,94,0
UTTAR PRADESH,FAIZABAD,MASONDHA,3476,0,64,0
UTTAR PRADESH,FAIZABAD,MAYA,3321,1,28,0
UTTAR PRADESH,FAIZABAD,MILKI PUR,4047,1,57,0
UTTAR PRADESH,FAIZABAD,PURA,3087,2,22,0
UTTAR PRADESH,FAIZABAD,SOHAWAL,2487,0,125,0
UTTAR PRADESH,FAIZABAD,TARUN,4329,1,85,0
UTTAR PRADESH,FARUKHABAD,BADPUR,1898,3,81,27
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,4699,2,294,1
UTTAR PRADESH,FARUKHABAD,HASERAN,1913,0,127,0
UTTAR PRADESH,FARUKHABAD,JALABAD,2925,1,178,3
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,4935,7,154,11
UTTAR PRADESH,FARUKHABAD,KANNAUJ,2999,7,191,3
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,2796,3,105,0
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,3582,3,227,1
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,2238,1,408,0
UTTAR PRADESH,FARUKHABAD,RAJEPUR,2468,1,78,0
UTTAR PRADESH,FARUKHABAD,SAURIKH,3435,1,184,0
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,4988,5,266,1
UTTAR PRADESH,FARUKHABAD,TALGRAM,4946,3,143,2
UTTAR PRADESH,FARUKHABAD,UMARDA,6137,0,244,0
UTTAR PRADESH,FATEHPUR,AIRAYA,2244,3,253,0
UTTAR PRADESH,FATEHPUR,AMAULI,1547,5,240,0
UTTAR PRADESH,FATEHPUR,ASODHAR,615,2,280,0
UTTAR PRADESH,FATEHPUR,BAHUWA,1621,3,238,0
UTTAR PRADESH,FATEHPUR,DEVMAI,2017,5,154,0
UTTAR PRADESH,FATEHPUR,DHATA,1329,4,226,3
UTTAR PRADESH,FATEHPUR,HASWA,843,3,134,0
UTTAR PRADESH,FATEHPUR,KHAJUHA,299,1,291,3
UTTAR PRADESH,FATEHPUR,TELYANI,1008,0,102,0
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,991,3,105,0
UTTAR PRADESH,FIROZABAD,ARANV,2008,3,128,0
UTTAR PRADESH,FIROZABAD,EKA,2002,5,145,0
UTTAR PRADESH,FIROZABAD,FIROZABAD,1582,4,228,3
UTTAR PRADESH,FIROZABAD,JASRANA,2013,7,340,1
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,2441,1,156,1
UTTAR PRADESH,FIROZABAD,MADANPUR,3080,5,161,5
UTTAR PRADESH,FIROZABAD,NARKHI,2874,4,216,0
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,2053,7,344,2
UTTAR PRADESH,FIROZABAD,TUNDLA,2337,20,287,1
UTTAR PRADESH,GHAZIABAD,BHOJPUR,3826,2,121,0
UTTAR PRADESH,GHAZIABAD,BISRAKH,1148,0,163,0
UTTAR PRADESH,GHAZIABAD,DADRI,3926,0,129,0
UTTAR PRADESH,GHAZIABAD,DHAULANA,3538,1,65,0
UTTAR PRADESH,GHAZIABAD,GARH,4174,1,126,0
UTTAR PRADESH,GHAZIABAD,HAPUR,4268,5,161,0
UTTAR PRADESH,GHAZIABAD,LAUNI,2238,0,127,0
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,3440,1,159,0
UTTAR PRADESH,GHAZIABAD,RAJAPUR,1622,4,66,0
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,3007,2,87,0
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,1323,7,183,0
UTTAR PRADESH,GHAZIPUR,BHADORA,363,10,73,7
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,3472,7,169,1
UTTAR PRADESH,GHAZIPUR,DEVKALI,949,3,128,1
UTTAR PRADESH,GHAZIPUR,JAMANIYA,890,0,21,0
UTTAR PRADESH,GHAZIPUR,KARNDA,945,1,157,2
UTTAR PRADESH,GHAZIPUR,KASIMABAD,1217,1,165,0
UTTAR PRADESH,GHAZIPUR,MANIHARI,1620,2,177,0
UTTAR PRADESH,GHAZIPUR,MARADAH,583,1,124,0
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,1575,8,121,1
UTTAR PRADESH,GHAZIPUR,REVTIPUR,487,2,135,0
UTTAR PRADESH,GHAZIPUR,SADAR,862,12,165,3
UTTAR PRADESH,GHAZIPUR,SADAT,688,7,186,0
UTTAR PRADESH,GHAZIPUR,SAIDPUR,991,15,200,2
UTTAR PRADESH,GHAZIPUR,VIRNO,1577,1,89,3
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,2583,2,83,0
UTTAR PRADESH,GONDA,BELSAR,2361,1,50,1
UTTAR PRADESH,GONDA,BHABHANJOT,5152,0,26,0
UTTAR PRADESH,GONDA,CHHAPIA,5969,0,28,0
UTTAR PRADESH,GONDA,COLONELGANJ,1718,1,88,0
UTTAR PRADESH,GONDA,HALDAR MAU,3119,0,7,0
UTTAR PRADESH,GONDA,ITIYATHOK,76,0,111,0
UTTAR PRADESH,GONDA,JHANJHRI,3282,3,81,0
UTTAR PRADESH,GONDA,KATRA BAZAR,2898,1,92,1
UTTAR PRADESH,GONDA,MANKAPUR,6551,0,30,1
UTTAR PRADESH,GONDA,MUJEHNA,3956,0,46,0
UTTAR PRADESH,GONDA,NAWABGANJ,2689,0,39,0
UTTAR PRADESH,GONDA,PANDRIKRIPAL,3317,1,19,0
UTTAR PRADESH,GONDA,PARASPUR,3513,0,105,0
UTTAR PRADESH,GONDA,TARABGANJ,2512,0,1,0
UTTAR PRADESH,GONDA,WAZIRGANJ,4377,0,107,0
UTTAR PRADESH,GORAKHPUR,BANSGAON,2281,2,33,0
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,2021,0,9,0
UTTAR PRADESH,GORAKHPUR,BELGHAT,2717,0,71,0
UTTAR PRADESH,GORAKHPUR,BHATHAT,2537,0,14,0
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,2791,0,40,0
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,3825,0,45,0
UTTAR PRADESH,GORAKHPUR,CHARGANWA,2429,10,141,0
UTTAR PRADESH,GORAKHPUR,GAGHA,2803,0,67,0
UTTAR PRADESH,GORAKHPUR,GOLA,2182,1,69,0
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,3374,1,43,0
UTTAR PRADESH,GORAKHPUR,KAURIRAM,2433,7,346,1
UTTAR PRADESH,GORAKHPUR,KHAJANI,1937,0,31,0
UTTAR PRADESH,GORAKHPUR,KHORABAR,1712,0,5,0
UTTAR PRADESH,GORAKHPUR,PALI,2275,2,91,0
UTTAR PRADESH,GORAKHPUR,PIPRAICH,1796,1,61,0
UTTAR PRADESH,GORAKHPUR,PIPRAULI,2110,0,15,0
UTTAR PRADESH,GORAKHPUR,SAHJANWA,2296,0,50,0
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,1754,5,91,0
UTTAR PRADESH,GORAKHPUR,URUWA,3011,1,71,1
UTTAR PRADESH,HAMIRPUR,GOHAND,1031,6,48,0
UTTAR PRADESH,HAMIRPUR,KURARA,264,5,168,8
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1373,11,104,0
UTTAR PRADESH,HAMIRPUR,MUSKARA,947,28,159,0
UTTAR PRADESH,HAMIRPUR,RATH,954,1,67,0
UTTAR PRADESH,HAMIRPUR,SARILA,1053,15,58,0
UTTAR PRADESH,HAMIRPUR,SUMREPUR,1850,18,195,1
UTTAR PRADESH,HARDOI,AHIROURI,2756,0,37,0
UTTAR PRADESH,HARDOI,BAVAN,2230,0,117,0
UTTAR PRADESH,HARDOI,BEHANDAR,1230,0,13,0
UTTAR PRADESH,HARDOI,BHARAWAN,1402,0,40,0
UTTAR PRADESH,HARDOI,BHARKHANI,5418,0,43,0
UTTAR PRADESH,HARDOI,BILGRAM,1678,0,79,0
UTTAR PRADESH,HARDOI,HARIYAWAN,1622,0,70,0
UTTAR PRADESH,HARDOI,HARPALPUR,1738,0,85,0
UTTAR PRADESH,HARDOI,KACHOUNA,2228,0,17,0
UTTAR PRADESH,HARDOI,KOTHAWAN,2301,0,47,0
UTTAR PRADESH,HARDOI,MAHDHOGANJ,2063,0,11,0
UTTAR PRADESH,HARDOI,MALLAWAN,2194,0,57,1
UTTAR PRADESH,HARDOI,PIHANI,2436,0,63,0
UTTAR PRADESH,HARDOI,SANDI,2959,0,36,0
UTTAR PRADESH,HARDOI,SANDILA,1277,0,19,0
UTTAR PRADESH,HARDOI,SHAHABAD,3672,1,77,0
UTTAR PRADESH,HARDOI,SURSA,1828,0,32,0
UTTAR PRADESH,HARDOI,TANDIYAWA,1594,0,16,0
UTTAR PRADESH,HARDOI,TODARPUR,2834,0,65,0
UTTAR PRADESH,HARDWAR,BAHADRABAD,3292,0,44,0
UTTAR PRADESH,HARDWAR,BHAGWANPUR,4658,1,142,0
UTTAR PRADESH,HARDWAR,KHANPUR,1663,0,101,0
UTTAR PRADESH,HARDWAR,LAKSAR,6889,0,116,0
UTTAR PRADESH,HARDWAR,NARSAN,2781,0,114,0
UTTAR PRADESH,HARDWAR,ROORKEE,4047,1,88,0
UTTAR PRADESH,JALAUN,DAKOR,339,0,63,0
UTTAR PRADESH,JALAUN,JALAUN,989,2,119,0
UTTAR PRADESH,JALAUN,KADAURA,209,0,214,0
UTTAR PRADESH,JALAUN,KONCH,619,1,43,0
UTTAR PRADESH,JALAUN,KUTHAUND,814,2,22,1
UTTAR PRADESH,JALAUN,MADHOGHARH,1023,0,113,0
UTTAR PRADESH,JALAUN,MAHEBA,198,1,52,0
UTTAR PRADESH,JALAUN,NADIGAON,213,0,54,0
UTTAR PRADESH,JALAUN,RAMPURA,879,5,143,0
UTTAR PRADESH,JAUNPUR,BADLA PUR,4370,3,124,0
UTTAR PRADESH,JAUNPUR,BAKSHA,2848,3,182,0
UTTAR PRADESH,JAUNPUR,BARSOTHI,2122,3,83,0
UTTAR PRADESH,JAUNPUR,DHARMA PUR,2101,2,69,0
UTTAR PRADESH,JAUNPUR,DOBHI,1844,21,174,2
UTTAR PRADESH,JAUNPUR,JALAL PUR,1864,6,224,1
UTTAR PRADESH,JAUNPUR,KARNJAKALA,4399,0,56,1
UTTAR PRADESH,JAUNPUR,KERAKAT,2267,6,107,1
UTTAR PRADESH,JAUNPUR,KHUTHAN,2314,8,183,0
UTTAR PRADESH,JAUNPUR,M.SHAHAR,3185,2,181,0
UTTAR PRADESH,JAUNPUR,MADRIYAHU,2853,1,148,0
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,3625,0,123,0
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,2118,11,303,0
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,2002,2,56,0
UTTAR PRADESH,JAUNPUR,RAM NAGAR,1977,4,174,0
UTTAR PRADESH,JAUNPUR,RAMPUR,2024,30,138,0
UTTAR PRADESH,JAUNPUR,SHAH GANJ,3554,1,54,0
UTTAR PRADESH,JAUNPUR,SIKRARA,2579,9,120,2
UTTAR PRADESH,JAUNPUR,SIRKONI,2550,7,139,1
UTTAR PRADESH,JAUNPUR,SUITHA KALA,2567,2,64,0
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,2862,2,73,0
UTTAR PRADESH,JHANSI,BADAGAON,115,1,17,0
UTTAR PRADESH,JHANSI,BANGRA,92,0,55,0
UTTAR PRADESH,JHANSI,CHIRGAON,322,0,36,0
UTTAR PRADESH,JHANSI,GURSARAJ,237,0,84,0
UTTAR PRADESH,JHANSI,MAURANIPUR,104,0,21,0
UTTAR PRADESH,JHANSI,MOTH,227,20,71,0
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,2544,2,132,0
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,216,17,172,1
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,4056,2,118,0
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,2390,2,152,0
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,2170,0,82,0
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,1786,0,53,0
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,408,7,238,1
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,2204,0,87,1
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,2756,0,65,0
UTTAR PRADESH,KANPUR DEHAT,MAITHA,2905,0,108,0
UTTAR PRADESH,KANPUR DEHAT,MALASA,899,2,141,0
UTTAR PRADESH,KANPUR DEHAT,PATARA,1678,2,104,0
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,434,3,100,1
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,2982,0,122,0
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,1302,1,54,0
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,1378,1,121,0
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,3332,1,97,0
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,2071,1,125,0
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,2934,2,117,0
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,2769,3,154,1
UTTAR PRADESH,KHIRI,BANKEYGANJ,2038,0,44,0
UTTAR PRADESH,KHIRI,BEHJAM,3834,0,78,1
UTTAR PRADESH,KHIRI,BIJUA,1769,0,61,0
UTTAR PRADESH,KHIRI,DHAUREHRA,1137,0,42,0
UTTAR PRADESH,KHIRI,ISANAGAR,3464,1,101,0
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,6808,0,46,0
UTTAR PRADESH,KHIRI,LAKHIMPUR,6524,0,60,0
UTTAR PRADESH,KHIRI,MITAULI,5174,0,50,0
UTTAR PRADESH,KHIRI,MOHAMMADI,3506,0,64,0
